asset_id,category,filename,status,tool,model,created_at,prompt_file,source_file,final_file,manual_edits,license,approved_by,notes,sha256
env_exit_open_pedestal_a_v001,environment-sprite,Assets/_Project/Art/M2Preproduction/Environment/env_exit_open_pedestal_a_v001.png,review-required,god-tibo-imagen 0.3.1 + process_m2_art.py,gpt-5.4,2026-07-13,Docs/AI_Usage/prompts/m2_image_resource_prompts_v001.json,Docs/AI_Usage/sources/m2_assets_v001/environment_mechanics_sheet_source.png,Assets/_Project/Art/M2Preproduction/Environment/env_exit_open_pedestal_a_v001.png,grid crop chroma-key nearest resize align,project-generated original pending review,pending-user-review,record=Docs/AI_Usage/generations/m2_image_resources_v001.json;actual=128x128,fba74b46ad154bec5a91199c614603b44d1d041f9c431b5519223bd6cf83798e
env_final_portal_closed_a_v001,environment-sprite,Assets/_Project/Art/M2Preproduction/Environment/env_final_portal_closed_a_v001.png,review-required,god-tibo-imagen 0.3.1 + process_m2_art.py,gpt-5.4,2026-07-13,Docs/AI_Usage/prompts/m2_image_resource_prompts_v001.json,Docs/AI_Usage/sources/m2_assets_v001/final_room_sheet_source.png,Assets/_Project/Art/M2Preproduction/Environment/env_final_portal_closed_a_v001.png,grid crop chroma-key nearest resize align,project-generated original pending review,pending-user-review,record=Docs/AI_Usage/generations/m2_image_resources_v001.json;actual=128x128,469770a6985da78eba490251906fbf5559af1075061cd232258355d05f424d33
env_final_portal_opening_a_v001,environment-sprite,Assets/_Project/Art/M2Preproduction/Environment/env_final_portal_opening_a_v001.png,review-required,god-tibo-imagen 0.3.1 + process_m2_art.py,gpt-5.4,2026-07-13,Docs/AI_Usage/prompts/m2_image_resource_prompts_v001.json,Docs/AI_Usage/sources/m2_assets_v001/final_room_sheet_source.png,Assets/_Project/Art/M2Preproduction/Environment/env_final_portal_opening_a_v001.png,grid crop chroma-key nearest resize align,project-generated original pending review,pending-user-review,record=Docs/AI_Usage/generations/m2_image_resources_v001.json;actual=128x128,1c33d1e62a34ab41de6f6d2ec7ce12d1a0c046c572b77892eac7556a0ceab935
env_final_portal_open_a_v001,environment-sprite,Assets/_Project/Art/M2Preproduction/Environment/env_final_portal_open_a_v001.png,review-required,god-tibo-imagen 0.3.1 + process_m2_art.py,gpt-5.4,2026-07-13,Docs/AI_Usage/prompts/m2_image_resource_prompts_v001.json,Docs/AI_Usage/sources/m2_assets_v001/final_room_sheet_source.png,Assets/_Project/Art/M2Preproduction/Environment/env_final_portal_open_a_v001.png,grid crop chroma-key nearest resize align,project-generated original pending review,pending-user-review,record=Docs/AI_Usage/generations/m2_image_resources_v001.json;actual=128x128,a583bcf3bd2a0f832868b67698b1b7d71b7e3b39104e88d166ccb8a7c2b5f009
ui_icon_resonance_enemy_badge_a_v001,ui-icon,Assets/_Project/Art/M2Preproduction/UI/ui_icon_resonance_enemy_badge_a_v001.png,review-required,god-tibo-imagen 0.3.1 + process_m2_art.py,gpt-5.4,2026-07-13,Docs/AI_Usage/prompts/m2_image_resource_prompts_v001.json,Docs/AI_Usage/sources/m2_assets_v001/final_room_sheet_source.png,Assets/_Project/Art/M2Preproduction/UI/ui_icon_resonance_enemy_badge_a_v001.png,grid crop chroma-key nearest resize align,project-generated original pending review,pending-user-review,record=Docs/AI_Usage/generations/m2_image_resources_v001.json;actual=128x128,ce97e488e89f9a293b615646919f26bb654de35759f32c6299d6ac1ee3636632
vfx_resonance_spawn_burst_a_v001,vfx-sprite,Assets/_Project/Art/M2Preproduction/VFX/vfx_resonance_spawn_burst_a_v001.png,review-required,god-tibo-imagen 0.3.1 + process_m2_art.py,gpt-5.4,2026-07-13,Docs/AI_Usage/prompts/m2_image_resource_prompts_v001.json,Docs/AI_Usage/sources/m2_assets_v001/final_room_sheet_source.png,Assets/_Project/Art/M2Preproduction/VFX/vfx_resonance_spawn_burst_a_v001.png,grid crop chroma-key nearest resize align,project-generated original pending review,pending-user-review,record=Docs/AI_Usage/generations/m2_image_resources_v001.json;actual=128x128,cc2dc1d844d780494794e6bdde3ea5e911d94c003dd0923298d34ee62ea1a684
ui_icon_final_objective_crest_a_v001,ui-icon,Assets/_Project/Art/M2Preproduction/UI/ui_icon_final_objective_crest_a_v001.png,review-required,god-tibo-imagen 0.3.1 + process_m2_art.py,gpt-5.4,2026-07-13,Docs/AI_Usage/prompts/m2_image_resource_prompts_v001.json,Docs/AI_Usage/sources/m2_assets_v001/final_room_sheet_source.png,Assets/_Project/Art/M2Preproduction/UI/ui_icon_final_objective_crest_a_v001.png,grid crop chroma-key nearest resize align,project-generated original pending review,pending-user-review,record=Docs/AI_Usage/generations/m2_image_resources_v001.json;actual=128x128,ca00393c2a9f8395b2e428bfcf90d83df3d65bbb5f179a598440d3819cd3ba98
ui_icon_run_victory_crest_a_v001,ui-icon,Assets/_Project/Art/M2Preproduction/UI/ui_icon_run_victory_crest_a_v001.png,review-required,god-tibo-imagen 0.3.1 + process_m2_art.py,gpt-5.4,2026-07-13,Docs/AI_Usage/prompts/m2_image_resource_prompts_v001.json,Docs/AI_Usage/sources/m2_assets_v001/final_room_sheet_source.png,Assets/_Project/Art/M2Preproduction/UI/ui_icon_run_victory_crest_a_v001.png,grid crop chroma-key nearest resize align,project-generated original pending review,pending-user-review,record=Docs/AI_Usage/generations/m2_image_resources_v001.json;actual=128x128,cfb4e7b471654671500bec82ddd42ff99a8109c6ca92c9e7f59e33c6478a2188
ui_icon_run_defeat_crest_a_v001,ui-icon,Assets/_Project/Art/M2Preproduction/UI/ui_icon_run_defeat_crest_a_v001.png,review-required,god-tibo-imagen 0.3.1 + process_m2_art.py,gpt-5.4,2026-07-13,Docs/AI_Usage/prompts/m2_image_resource_prompts_v001.json,Docs/AI_Usage/sources/m2_assets_v001/final_room_sheet_source.png,Assets/_Project/Art/M2Preproduction/UI/ui_icon_run_defeat_crest_a_v001.png,grid crop chroma-key nearest resize align,project-generated original pending review,pending-user-review,record=Docs/AI_Usage/generations/m2_image_resources_v001.json;actual=128x128,21c29831f1a73f2eb972c6bc4060a0e3bb41e953d757ffa3e041428e1d2905ca
env_static_world_pillar_south_a_v002,environment-sprite,Assets/_Project/Art/M2Production/Environment/env_static_world_pillar_south_a_v002.png,review-required,Pillow 12.1.1 + process_m2_runtime_visuals.py,none,2026-07-30T09:36:59Z,Docs/AI_Usage/prompts/m2_runtime_visual_prompts_v002.json,Docs/AI_Usage/sources/m2_runtime_visual_v002/static_world_pillar_source.png,Assets/_Project/Art/M2Production/Environment/env_static_world_pillar_south_a_v002.png,original geometric pixel construction; chroma removal; nearest resize; bottom align,repository-generated original,pending-user-review,record=Docs/AI_Usage/generations/m2_runtime_visuals_v002.json;authorization=local-unsealed-only;actual=128x128,ca6263efcbc444d1a050205d9deaa61fd48be7492756ea6ad31269820ae4da13
ui_icon_bless_echo_a_v002,ui-icon,Assets/_Project/Art/M2Production/UI/ui_icon_bless_echo_a_v002.png,review-required,process_m2_runtime_visuals.py,gpt-5.4 source reuse,2026-07-30T09:36:59Z,Docs/AI_Usage/prompts/m2_runtime_visual_prompts_v002.json,Docs/AI_Usage/sources/m2_assets_v001/echo_vfx_sheet_source.png,Assets/_Project/Art/M2Production/UI/ui_icon_bless_echo_a_v002.png,v001 cell reuse; chroma removal; nearest resize; center,project-generated original pending review,pending-user-review,record=Docs/AI_Usage/generations/m2_runtime_visuals_v002.json;authorization=local-unsealed-only;actual=128x128,f4623e7e9333055cb194d1f410d3e0c13705f5afd2d263f8ba27f68915328501
ui_icon_echo_status_a_v002,ui-icon,Assets/_Project/Art/M2Production/UI/ui_icon_echo_status_a_v002.png,review-required,process_m2_runtime_visuals.py,gpt-5.4 source reuse,2026-07-30T09:36:59Z,Docs/AI_Usage/prompts/m2_runtime_visual_prompts_v002.json,Docs/AI_Usage/sources/m2_assets_v001/echo_vfx_sheet_source.png,Assets/_Project/Art/M2Production/UI/ui_icon_echo_status_a_v002.png,v001 cell reuse; chroma removal; nearest resize; center,project-generated original pending review,pending-user-review,record=Docs/AI_Usage/generations/m2_runtime_visuals_v002.json;authorization=local-unsealed-only;actual=128x128,b89721f3c5c84e813669a9050a6743dcc96175b162485db39f4122abbccc0a17
vfx_echo_double_silhouette_a_v002,vfx-sprite,Assets/_Project/Art/M2Production/VFX/vfx_echo_double_silhouette_a_v002.png,review-required,process_m2_runtime_visuals.py,gpt-5.4 source reuse,2026-07-30T09:36:59Z,Docs/AI_Usage/prompts/m2_runtime_visual_prompts_v002.json,Docs/AI_Usage/sources/m2_assets_v001/echo_vfx_sheet_source.png,Assets/_Project/Art/M2Production/VFX/vfx_echo_double_silhouette_a_v002.png,v001 cell reuse; chroma removal; nearest resize; center,project-generated original pending review,pending-user-review,record=Docs/AI_Usage/generations/m2_runtime_visuals_v002.json;authorization=local-unsealed-only;actual=128x128,21d4a09117d1d31923604a163bc5d76e1c5981e02812d2a3e52183bc260e4390
vfx_echo_line_telegraph_a_v002,vfx-sprite,Assets/_Project/Art/M2Production/VFX/vfx_echo_line_telegraph_a_v002.png,review-required,process_m2_runtime_visuals.py,gpt-5.4 source reuse,2026-07-30T09:36:59Z,Docs/AI_Usage/prompts/m2_runtime_visual_prompts_v002.json,Docs/AI_Usage/sources/m2_assets_v001/echo_vfx_sheet_source.png,Assets/_Project/Art/M2Production/VFX/vfx_echo_line_telegraph_a_v002.png,v001 cell reuse; chroma removal; nearest resize; center,project-generated original pending review,pending-user-review,record=Docs/AI_Usage/generations/m2_runtime_visuals_v002.json;authorization=local-unsealed-only;actual=128x128,5d95f7cc1498201175f9dc053d246d628fda6861d96622a94a800497a2cbed2d
chr_dasher_animation_atlas_v002,character-animation-atlas,Assets/_Project/Art/M1Production/Characters/Animation/chr_dasher_animation_atlas_v002.png,review-required,GJC generate_image + process_monster_animation_v002.py,tool-model-not-exposed,2026-07-31,Docs/AI_Usage/prompts/monster_directional_animation_prompts_v002.json,Docs/AI_Usage/sources/monster_animation_v002,Assets/_Project/Art/M1Production/Characters/Animation/chr_dasher_animation_atlas_v002.png,"chroma removal; nearest crop/resize; bottom-center alignment; exact left-direction mirrors; deterministic packing",project-generated original pending review,pending-live-review,record=Docs/AI_Usage/generations/monster_directional_animations_v002.json;index=Docs/AI_Usage/generations/monster_directional_animation_index_v002.json;actual=8192x1024;direct=150;mirror=90;inherited=104,9805cd44d272d9e96a4eb39446adba150487872600adc9e380de7ac2aebb672e
chr_minion_animation_atlas_v002,character-animation-atlas,Assets/_Project/Art/M1Production/Characters/Animation/chr_minion_animation_atlas_v002.png,review-required,GJC generate_image + process_monster_animation_v002.py,tool-model-not-exposed,2026-07-31,Docs/AI_Usage/prompts/monster_directional_animation_prompts_v002.json,Docs/AI_Usage/sources/monster_animation_v002,Assets/_Project/Art/M1Production/Characters/Animation/chr_minion_animation_atlas_v002.png,"chroma removal; nearest crop/resize; bottom-center alignment; exact left-direction mirrors; deterministic packing",project-generated original pending review,pending-live-review,record=Docs/AI_Usage/generations/monster_directional_animations_v002.json;index=Docs/AI_Usage/generations/monster_directional_animation_index_v002.json;actual=8192x1024;direct=150;mirror=90;inherited=104,b4a0e39bcc11485ffb8dae87fbad54ae5c8526091b2397312c5a2c3c04b7a2b9
audio_dasherready,audio,Assets/_Project/Audio/M1Functional/DasherReady.wav,generated,Unity Editor 6000.0.72f1,none,2026-07-31T15:29:46.357Z,none,Assets/_Project/Editor/Audio/ProceduralAudioGenerator.cs,Assets/_Project/Audio/M1Functional/DasherReady.wav,none,repository-native procedural,pending-user-gate,DasherReady;record=Docs/AI_Usage/generations/DasherReady.json;generatorSha=bba5552eaf16d1821c27ccc456970b3992cf6df88846989d540de33beb5e705b,d8880f463de57e2429bb323f7427976fa614578539585319e6443a9f3366205e
audio_archerready,audio,Assets/_Project/Audio/M1Functional/ArcherReady.wav,generated,Unity Editor 6000.0.72f1,none,2026-07-31T15:29:46.386Z,none,Assets/_Project/Editor/Audio/ProceduralAudioGenerator.cs,Assets/_Project/Audio/M1Functional/ArcherReady.wav,none,repository-native procedural,pending-user-gate,ArcherReady;record=Docs/AI_Usage/generations/ArcherReady.json;generatorSha=bba5552eaf16d1821c27ccc456970b3992cf6df88846989d540de33beb5e705b,bb3f4c4406f5bb5716637be9c326d516a7f76faefbf0acdeff7e85ba25923a12
audio_attacklocked,audio,Assets/_Project/Audio/M1Functional/AttackLocked.wav,generated,Unity Editor 6000.0.72f1,none,2026-07-31T15:29:46.405Z,none,Assets/_Project/Editor/Audio/ProceduralAudioGenerator.cs,Assets/_Project/Audio/M1Functional/AttackLocked.wav,none,repository-native procedural,pending-user-gate,AttackLocked;record=Docs/AI_Usage/generations/AttackLocked.json;generatorSha=bba5552eaf16d1821c27ccc456970b3992cf6df88846989d540de33beb5e705b,ebc13e7121f79f18829143d95e1feab9a83c480c635a75ffe45f32ca85b9b71b
audio_playerhit,audio,Assets/_Project/Audio/M1Functional/PlayerHit.wav,generated,Unity Editor 6000.0.72f1,none,2026-07-31T15:29:46.423Z,none,Assets/_Project/Editor/Audio/ProceduralAudioGenerator.cs,Assets/_Project/Audio/M1Functional/PlayerHit.wav,none,repository-native procedural,pending-user-gate,PlayerHit;record=Docs/AI_Usage/generations/PlayerHit.json;generatorSha=bba5552eaf16d1821c27ccc456970b3992cf6df88846989d540de33beb5e705b,57f43d148cb7eb60a4120b76c6a9e16f157d468f462e53d858e64073e8678f08
audio_soulcollected,audio,Assets/_Project/Audio/M1Functional/SoulCollected.wav,generated,Unity Editor 6000.0.72f1,none,2026-07-31T15:29:46.438Z,none,Assets/_Project/Editor/Audio/ProceduralAudioGenerator.cs,Assets/_Project/Audio/M1Functional/SoulCollected.wav,none,repository-native procedural,pending-user-gate,SoulCollected;record=Docs/AI_Usage/generations/SoulCollected.json;generatorSha=bba5552eaf16d1821c27ccc456970b3992cf6df88846989d540de33beb5e705b,ac94c94b5496a9a5d1cfca2fda82a52c3869b1cdb10f3c01d43255eb69a70864
audio_exitopened,audio,Assets/_Project/Audio/M1Functional/ExitOpened.wav,generated,Unity Editor 6000.0.72f1,none,2026-07-31T15:29:46.454Z,none,Assets/_Project/Editor/Audio/ProceduralAudioGenerator.cs,Assets/_Project/Audio/M1Functional/ExitOpened.wav,none,repository-native procedural,pending-user-gate,ExitOpened;record=Docs/AI_Usage/generations/ExitOpened.json;generatorSha=bba5552eaf16d1821c27ccc456970b3992cf6df88846989d540de33beb5e705b,fcb081163890c9a9284f7ff5ab72678c909066742c5f283b77b92efb9d668dbe
audio_blessingapplied,audio,Assets/_Project/Audio/M1Functional/BlessingApplied.wav,generated,Unity Editor 6000.0.72f1,none,2026-07-31T15:29:46.470Z,none,Assets/_Project/Editor/Audio/ProceduralAudioGenerator.cs,Assets/_Project/Audio/M1Functional/BlessingApplied.wav,none,repository-native procedural,pending-user-gate,BlessingApplied;record=Docs/AI_Usage/generations/BlessingApplied.json;generatorSha=bba5552eaf16d1821c27ccc456970b3992cf6df88846989d540de33beb5e705b,c548d51d3586fa747b1084b8e82acbc2311c9b8dd979bac9d9738d4a32a20849
audio_blessingrejected,audio,Assets/_Project/Audio/M1Functional/BlessingRejected.wav,generated,Unity Editor 6000.0.72f1,none,2026-07-31T15:29:46.497Z,none,Assets/_Project/Editor/Audio/ProceduralAudioGenerator.cs,Assets/_Project/Audio/M1Functional/BlessingRejected.wav,none,repository-native procedural,pending-user-gate,BlessingRejected;record=Docs/AI_Usage/generations/BlessingRejected.json;generatorSha=bba5552eaf16d1821c27ccc456970b3992cf6df88846989d540de33beb5e705b,33ac760d07de6025a53a5d788960d76f1503961a03dab2f51dc1894d37357ad4
audio_enemydefeated,audio,Assets/_Project/Audio/M1Functional/EnemyDefeated.wav,generated,Unity Editor 6000.0.72f1,none,2026-07-31T15:29:46.527Z,none,Assets/_Project/Editor/Audio/ProceduralAudioGenerator.cs,Assets/_Project/Audio/M1Functional/EnemyDefeated.wav,none,repository-native procedural,pending-user-gate,EnemyDefeated;record=Docs/AI_Usage/generations/EnemyDefeated.json;generatorSha=bba5552eaf16d1821c27ccc456970b3992cf6df88846989d540de33beb5e705b,52c19aef387042ef9e7c561bc15609ed51b5c77aef74b4d9cd70e2224e0468a3
audio_friendlyfirekill,audio,Assets/_Project/Audio/M1Functional/FriendlyFireKill.wav,generated,Unity Editor 6000.0.72f1,none,2026-07-31T15:29:46.558Z,none,Assets/_Project/Editor/Audio/ProceduralAudioGenerator.cs,Assets/_Project/Audio/M1Functional/FriendlyFireKill.wav,none,repository-native procedural,pending-user-gate,FriendlyFireKill;record=Docs/AI_Usage/generations/FriendlyFireKill.json;generatorSha=bba5552eaf16d1821c27ccc456970b3992cf6df88846989d540de33beb5e705b,b9a7c23528772c69ca90790ed93afce970f17eab2cf06ca57253262cd6354112
title_key_visual_v001,title-key-visual,Assets/_Project/Art/M1Production/UI/ui_title_key_visual_a_v001.png,approved,OpenAI Codex built-in imagegen + Pillow,not-exposed,2026-08-04T16:36:20Z,Docs/AI_Usage/prompts/title_visual_prompts_v001.json,Docs/AI_Usage/sources/title_v001/title_key_visual_v001_source.png,Assets/_Project/Art/M1Production/UI/ui_title_key_visual_a_v001.png,resize 1672x941 to 1920x1080 with Pillow Lanczos,project-generated original,user,record=Docs/AI_Usage/generations/title_key_visual_v001.json;responseArtifactId=exec-2b03d0b1-e625-4e2e-bb9a-5538386d73d3;actual=1920x1080;approved-in-codex-thread-2026-08-05,b1a8fad175ba0d37d9548d65b1d1b1b238fd9ee16b3240458329b4c5e98e763d
chr_archer_idle_motion_v003,character-motion-sheet,Assets/_Project/Art/M1Production/Characters/Animation/MotionsV003/chr_archer_idle_motion_v003.png,pending-user-review,OpenAI image generation tool + sprite-gen + build_archer_motion_v003.py,not-exposed,2026-08-05,Docs/AI_Usage/sprite_runs/archer_motion_v003,Docs/AI_Usage/sprite_runs/archer_motion_v003/south/raw/idle.png,Assets/_Project/Art/M1Production/Characters/Animation/MotionsV003/chr_archer_idle_motion_v003.png,connected-component extraction; transparent 128px normalization; exact mirror derivation; deterministic packing,project-generated original,pending-user-review,record=Docs/AI_Usage/generations/archer_motion_v003.json;index=Docs/AI_Usage/generations/archer_motion_v003_index.json;actual=4096x128;directions=5-direct+3-mirror,31cd3d6b128a3dfc268179a745f261c7b27de1b5d2ac72c9840f16a8200ae7f5
chr_archer_walk_motion_v003,character-motion-sheet,Assets/_Project/Art/M1Production/Characters/Animation/MotionsV003/chr_archer_walk_motion_v003.png,pending-user-review,OpenAI image generation tool + sprite-gen + build_archer_motion_v003.py,not-exposed,2026-08-05,Docs/AI_Usage/sprite_runs/archer_motion_v003,Docs/AI_Usage/sprite_runs/archer_motion_v003/south/raw/walk.png,Assets/_Project/Art/M1Production/Characters/Animation/MotionsV003/chr_archer_walk_motion_v003.png,connected-component extraction; transparent 128px normalization; exact mirror derivation; deterministic packing,project-generated original,pending-user-review,record=Docs/AI_Usage/generations/archer_motion_v003.json;index=Docs/AI_Usage/generations/archer_motion_v003_index.json;actual=4096x128;directions=5-direct+3-mirror,4285e5b2ce5c12bacdedf72a5f39c3224db5b89498e5bb6a4d79d1484f864968
chr_archer_run_motion_v003,character-motion-sheet,Assets/_Project/Art/M1Production/Characters/Animation/MotionsV003/chr_archer_run_motion_v003.png,pending-user-review,OpenAI image generation tool + sprite-gen + build_archer_motion_v003.py,not-exposed,2026-08-05,Docs/AI_Usage/sprite_runs/archer_motion_v003,Docs/AI_Usage/sprite_runs/archer_motion_v003/south/raw/run.png,Assets/_Project/Art/M1Production/Characters/Animation/MotionsV003/chr_archer_run_motion_v003.png,connected-component extraction; transparent 128px normalization; exact mirror derivation; deterministic packing,project-generated original,pending-user-review,record=Docs/AI_Usage/generations/archer_motion_v003.json;index=Docs/AI_Usage/generations/archer_motion_v003_index.json;actual=4096x128;directions=5-direct+3-mirror,4da656dd269b040f8ad248fe1b527f2e4955b60a2e01a151c491b27062674fc9
chr_archer_attack_charge_motion_v003,character-motion-sheet,Assets/_Project/Art/M1Production/Characters/Animation/MotionsV003/chr_archer_attack_charge_motion_v003.png,pending-user-review,OpenAI image generation tool + sprite-gen + build_archer_motion_v003.py,not-exposed,2026-08-05,Docs/AI_Usage/sprite_runs/archer_motion_v003,Docs/AI_Usage/sprite_runs/archer_motion_v003/south/raw/attack_charge.png,Assets/_Project/Art/M1Production/Characters/Animation/MotionsV003/chr_archer_attack_charge_motion_v003.png,connected-component extraction; transparent 128px normalization; exact mirror derivation; deterministic packing,project-generated original,pending-user-review,record=Docs/AI_Usage/generations/archer_motion_v003.json;index=Docs/AI_Usage/generations/archer_motion_v003_index.json;actual=6144x128;directions=5-direct+3-mirror,4560eb0b214291a48915f235a0231893582d2f0ec8aad31ebcca2258851d4dc6
chr_archer_attack_execute_motion_v003,character-motion-sheet,Assets/_Project/Art/M1Production/Characters/Animation/MotionsV003/chr_archer_attack_execute_motion_v003.png,pending-user-review,OpenAI image generation tool + sprite-gen + build_archer_motion_v003.py,not-exposed,2026-08-05,Docs/AI_Usage/sprite_runs/archer_motion_v003,Docs/AI_Usage/sprite_runs/archer_motion_v003/south/raw/attack_execute.png,Assets/_Project/Art/M1Production/Characters/Animation/MotionsV003/chr_archer_attack_execute_motion_v003.png,connected-component extraction; transparent 128px normalization; exact mirror derivation; deterministic packing,project-generated original,pending-user-review,record=Docs/AI_Usage/generations/archer_motion_v003.json;index=Docs/AI_Usage/generations/archer_motion_v003_index.json;actual=6144x128;directions=5-direct+3-mirror,33a16f1c93ada1abbe9000dc627dea2d3d5b764af01262966f7caac937f3564c
chr_archer_recover_motion_v003,character-motion-sheet,Assets/_Project/Art/M1Production/Characters/Animation/MotionsV003/chr_archer_recover_motion_v003.png,pending-user-review,OpenAI image generation tool + sprite-gen + build_archer_motion_v003.py,not-exposed,2026-08-05,Docs/AI_Usage/sprite_runs/archer_motion_v003,Docs/AI_Usage/sprite_runs/archer_motion_v003/south/raw/recover.png,Assets/_Project/Art/M1Production/Characters/Animation/MotionsV003/chr_archer_recover_motion_v003.png,connected-component extraction; transparent 128px normalization; exact mirror derivation; deterministic packing,project-generated original,pending-user-review,record=Docs/AI_Usage/generations/archer_motion_v003.json;index=Docs/AI_Usage/generations/archer_motion_v003_index.json;actual=4096x128;directions=5-direct+3-mirror,1a6f4f172dd1c7b6c2a33c11c4260341a34a637dc8bf915539767cf3f1fee223
chr_archer_hit_motion_v003,character-motion-sheet,Assets/_Project/Art/M1Production/Characters/Animation/MotionsV003/chr_archer_hit_motion_v003.png,pending-user-review,OpenAI image generation tool + sprite-gen + build_archer_motion_v003.py,not-exposed,2026-08-05,Docs/AI_Usage/sprite_runs/archer_motion_v003,Docs/AI_Usage/sprite_runs/archer_motion_v003/south/raw/hit.png,Assets/_Project/Art/M1Production/Characters/Animation/MotionsV003/chr_archer_hit_motion_v003.png,connected-component extraction; transparent 128px normalization; exact mirror derivation; deterministic packing,project-generated original,pending-user-review,record=Docs/AI_Usage/generations/archer_motion_v003.json;index=Docs/AI_Usage/generations/archer_motion_v003_index.json;actual=3072x128;directions=5-direct+3-mirror,a0857cad550aa801f6800caaf775a379f2be97e86dde04e9396068c4e8aff246
chr_archer_death_motion_v003,character-motion-sheet,Assets/_Project/Art/M1Production/Characters/Animation/MotionsV003/chr_archer_death_motion_v003.png,pending-user-review,OpenAI image generation tool + sprite-gen + build_archer_motion_v003.py,not-exposed,2026-08-05,Docs/AI_Usage/sprite_runs/archer_motion_v003,Docs/AI_Usage/sprite_runs/archer_motion_v003/south/raw/death.png,Assets/_Project/Art/M1Production/Characters/Animation/MotionsV003/chr_archer_death_motion_v003.png,connected-component extraction; transparent 128px normalization; exact mirror derivation; deterministic packing,project-generated original,pending-user-review,record=Docs/AI_Usage/generations/archer_motion_v003.json;index=Docs/AI_Usage/generations/archer_motion_v003_index.json;actual=6144x128;directions=5-direct+3-mirror,ffd587ac3c2cb2086779bbdb14b49bf0da737f2a52c420aa30d9994160bab11e
